,Vehicle_ID,Frame_ID,Tot_Frames,Epoch_ms,Local_X,Local_Y,Global_X,Global_Y,Veh_Len,Veh_Wid,Veh_Class,Veh_Velocity,Vehicle_Acc,Lane_ID,Org_Zone,Dest_Zone,Intersection,Section,Direction,Movement,Preceding_Veh,Following_Veh,Spacing,Headway
391132,1387,8400,1244,1163870300,5.149,648.1080000000001,2230574.616,1376178.506,15.7,6.9,2,16.98,-12.26,0,123,214,2,0,2,1,0,0,0.0,0.0
391294,1387,8562,1244,1163886500,11.884,1184.013,2230817.944,1376645.457,15.7,6.9,2,39.2,3.78,0,123,214,3,0,2,1,0,0,0.0,0.0
391395,1387,8663,1244,1163896600,18.582,1589.7520000000002,2230852.841,1377050.9030000002,15.7,6.9,2,29.55,10.02,0,123,214,4,0,2,1,0,0,0.0,0.0
391642,1387,8910,1244,1163921300,17.019000000000002,1974.6429999999998,2230821.26,1377436.573,15.7,6.9,2,36.75,0.86,0,123,214,5,0,2,1,0,0,0.0,0.0
391708,1390,7727,1247,1163803000,4.783,227.53799999999998,2230536.3219999997,1375758.6830000002,15.9,7.1,2,25.85,9.32,0,123,214,1,0,2,2,0,0,0.0,0.0
392403,1390,8422,1247,1163872500,6.3260000000000005,649.128,2230575.807,1376178.2580000001,15.9,7.1,2,27.63,8.54,0,123,214,2,0,2,1,0,0,0.0,0.0
392554,1390,8573,1247,1163887600,13.83,1182.744,2230819.21,1376643.466,15.9,7.1,2,42.53,1.8,0,123,214,3,0,2,1,0,0,0.0,0.0
392661,1390,8680,1247,1163898300,17.668,1589.8,2230851.895,1377050.831,15.9,7.1,2,27.41,10.02,0,123,214,4,0,2,1,0,0,0.0,0.0
392908,1390,8927,1247,1163923000,15.214,1978.014,2230819.02,1377439.6330000001,15.9,7.1,2,35.67,-3.61,0,123,214,5,0,2,1,0,0,0.0,0.0
392943,1392,7725,1580,1163802800,-8.812000000000001,2051.784,2230783.995,1377509.0769999998,14.8,6.8,2,31.98,0.0,1,114,201,5,0,4,1,1386,0,87.23,2.73
393063,1392,7845,1580,1163814800,-3.7060000000000004,1651.056,2230829.557,1377111.9330000002,14.8,6.8,2,30.05,3.62,0,114,201,4,0,4,1,0,0,0.0,0.0
393246,1392,8028,1580,1163833100,-13.140999999999998,1241.288,2230815.534,1376706.051,14.8,6.8,2,35.82,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
393656,1392,8438,1580,1163874100,-10.728,777.262,2230582.78,1376308.686,14.8,6.8,2,19.74,-5.02,0,114,201,2,0,4,1,0,0,0.0,0.0
394470,1392,9252,1580,1163955500,-11.895999999999999,233.168,2230520.879,1375767.09,14.8,6.8,2,20.86,-10.31,0,114,201,1,0,4,1,0,0,0.0,0.0
394752,1397,7742,833,1163804500,-9.747,2051.2470000000003,2230783.153,1377508.404,17.1,6.5,2,38.33,0.0,1,114,201,5,0,4,1,1386,0,141.56,3.69
394836,1397,7826,833,1163812900,-15.382,1649.805,2230817.903,1377110.3869999999,17.1,6.5,2,51.32,3.11,0,114,201,4,0,4,1,0,0,0.0,0.0
395001,1397,7991,833,1163829400,-23.551,1242.657,2230805.56,1376709.9219999998,17.1,6.5,2,36.12,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
395405,1397,8395,833,1163869800,-23.023000000000003,777.415,2230571.2369999997,1376313.081,17.1,6.5,2,1.78,10.24,0,114,201,2,0,4,1,0,0,0.0,0.0
395558,1397,8548,833,1163885100,-22.930999999999997,233.52599999999998,2230509.9680000003,1375768.757,17.1,6.5,2,51.34,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
395585,1404,7768,791,1163807100,-9.652999999999999,2059.6479999999997,2230781.96,1377516.72,14.6,6.8,2,34.77,0.0,1,114,202,5,0,4,1,1397,0,105.79,3.04
395699,1404,7882,791,1163818500,-4.765,1651.9589999999998,2230828.483,1377112.7659999998,14.6,6.8,2,32.58,2.94,0,114,202,4,0,4,1,0,0,0.0,0.0
395867,1404,8050,791,1163835300,-14.738,1240.899,2230813.93,1376706.11,14.6,6.8,2,36.33,12.27,0,114,202,3,0,4,1,0,0,0.0,0.0
396168,1404,8351,791,1163865400,-5.431,777.409,2230588.024,1376307.3369999998,14.6,6.8,2,0.79,9.99,0,114,202,2,0,4,1,0,0,0.0,0.0
396344,1404,8527,791,1163883000,1.929,234.873,2230534.81,1375766.457,14.6,6.8,2,21.99,4.91,0,114,202,1,0,4,2,0,0,0.0,0.0
396371,1405,7768,1502,1163807100,-25.0,2058.724,2230766.935,1377513.459,16.0,6.5,2,33.75,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
396485,1405,7882,1502,1163818500,-14.002,1652.3020000000001,2230819.2369999997,1377112.795,16.0,6.5,2,40.44,4.7,0,115,201,4,0,4,1,0,0,0.0,0.0
396630,1405,8027,1502,1163833000,-24.634,1242.464,2230804.475,1376709.9819999998,16.0,6.5,2,40.78,12.27,0,115,201,3,0,4,1,0,0,0.0,0.0
397021,1405,8418,1502,1163872100,-23.869,777.444,2230570.54,1376313.58,16.0,6.5,2,5.12,-12.27,0,115,201,2,0,4,1,0,0,0.0,0.0
397805,1405,9202,1502,1163950500,-25.603,233.235,2230507.431,1375769.754,16.0,6.5,2,4.72,11.52,0,115,201,1,0,4,1,0,0,0.0,0.0
397873,1412,7794,1534,1163809700,-8.442,2043.96,2230785.558,1377501.4019999998,16.4,6.6,2,31.17,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
397989,1412,7910,1534,1163821300,-2.9160000000000004,1649.592,2230830.369,1377110.491,16.4,6.6,2,34.25,2.4,0,115,201,4,0,4,1,0,0,0.0,0.0
398166,1412,8087,1534,1163839000,-12.936,1241.338,2230815.751,1376706.1269999999,16.4,6.6,2,39.3,10.02,0,115,201,3,0,4,1,0,0,0.0,0.0
398540,1412,8461,1534,1163876400,-12.864,776.7310000000001,2230580.377,1376308.646,16.4,6.6,2,18.13,10.02,0,115,201,2,0,4,1,0,0,0.0,0.0
399357,1412,9278,1534,1163958100,-13.123,234.166,2230519.796,1375768.003,16.4,6.6,2,24.31,-8.63,0,115,201,1,0,4,1,0,0,0.0,0.0
399407,1413,7794,1464,1163809700,-19.776,2050.266,2230773.392,1377505.9,16.7,6.6,2,31.32,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
399519,1413,7906,1464,1163820900,-13.102,1649.349,2230820.1890000002,1377110.04,16.7,6.6,2,40.39,5.55,0,115,223,4,0,4,1,0,0,0.0,0.0
399666,1413,8053,1464,1163835600,-24.676,1240.109,2230804.984,1376709.091,16.7,6.6,2,43.4,-10.02,0,115,223,3,0,4,1,0,0,0.0,0.0
400057,1413,8444,1464,1163874700,-23.439,777.315,2230570.492,1376312.515,16.7,6.6,2,7.91,10.02,0,115,223,2,0,4,1,0,0,0.0,0.0
400851,1413,9238,1464,1163954100,-27.743000000000002,233.303,2230505.2569999998,1375769.7519999999,16.7,6.6,2,18.71,-11.68,0,115,223,1,0,4,3,0,0,0.0,0.0
400871,1419,7823,1516,1163812600,-19.602,2056.763,2230772.57,1377512.3469999998,15.5,6.5,2,26.88,0.0,2,114,201,5,0,4,1,1413,0,98.54,3.67
401002,1419,7954,1516,1163825700,-13.102,1651.171,2230820.161,1377111.834,15.5,6.5,2,36.48,0.87,0,114,201,4,0,4,1,0,0,0.0,0.0
401132,1419,8084,1516,1163838700,-25.35,1240.113,2230804.3419999997,1376709.302,15.5,6.5,2,47.02,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
401523,1419,8475,1516,1163877800,-21.127,776.9639999999999,2230572.401,1376311.16,15.5,6.5,2,9.12,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
402319,1419,9271,1516,1163957400,-23.304000000000002,232.81400000000002,2230509.579,1375768.701,15.5,6.5,2,22.28,-10.87,0,114,201,1,0,4,1,0,0,0.0,0.0
403404,1431,7837,1015,1163814000,10.831,225.41299999999998,2230541.906,1375755.545,15.9,7.4,2,13.27,0.0,3,102,214,1,0,2,3,0,0,0.0,0.0
403555,1431,7988,1015,1163829100,14.754000000000001,649.369,2230584.222,1376177.4340000001,15.9,7.4,2,15.06,-11.31,0,102,214,2,0,2,1,0,0,0.0,0.0
404057,1431,8490,1015,1163879300,13.037,1185.2830000000001,2230819.5069999998,1376646.1930000002,15.9,7.4,2,52.71,-6.23,0,102,214,3,0,2,1,0,0,0.0,0.0
404127,1431,8560,1015,1163886300,23.413,1588.932,2230857.732,1377050.209,15.9,7.4,2,43.32,-11.86,0,102,214,4,0,2,1,0,0,0.0,0.0
404383,1431,8816,1015,1163911900,27.517,1969.483,2230832.37,1377432.91,15.9,7.4,2,27.29,3.09,0,102,214,5,0,2,1,0,0,0.0,0.0
404419,1432,7842,1512,1163814500,-10.644,2059.576,2230780.992,1377516.497,15.1,6.8,2,34.5,0.0,1,114,201,5,0,4,1,1420,0,112.41,3.26
404544,1432,7967,1512,1163827000,-3.7239999999999998,1651.69,2230829.529,1377112.571,15.1,6.8,2,30.02,2.43,0,114,201,4,0,4,1,0,0,0.0,0.0
404690,1432,8113,1512,1163841600,-12.399000000000001,1241.0919999999999,2230816.2290000003,1376705.66,15.1,6.8,2,35.23,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
405064,1432,8487,1512,1163879000,-15.488,776.566,2230577.681,1376309.115,15.1,6.8,2,15.48,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
405882,1432,9305,1512,1163960800,-13.49,234.227,2230519.443,1375768.118,15.1,6.8,2,25.9,-8.81,0,114,201,1,0,4,1,0,0,0.0,0.0
407533,1446,7880,1477,1163818300,-11.404000000000002,2050.929,2230781.5640000002,1377507.836,15.0,6.8,2,47.13,0.0,1,114,201,5,0,4,1,1432,0,119.08,2.53
407633,1446,7980,1477,1163828300,-13.966,1650.734,2230819.304,1377111.379,15.0,6.8,2,35.75,-4.0,0,114,201,4,0,4,1,0,0,0.0,0.0
407755,1446,8102,1477,1163840500,-25.671,1244.415,2230803.731,1376712.1719999998,15.0,6.8,2,50.64,10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
408151,1446,8498,1477,1163880100,-23.182,777.057,2230570.466,1376311.884,15.0,6.8,2,8.4,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
408953,1446,9300,1477,1163960300,-26.377,233.929,2230506.634,1375769.6909999999,15.0,6.8,2,33.55,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
409010,1449,7899,1470,1163820200,-19.796,2049.5170000000003,2230773.4869999997,1377505.156,15.1,6.5,2,30.48,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
409141,1449,8030,1470,1163833300,-12.808,1650.0220000000002,2230820.473,1377110.6919999998,15.1,6.5,2,31.56,-1.38,0,115,223,4,0,4,1,0,0,0.0,0.0
409280,1449,8169,1470,1163847200,-24.914,1242.7169999999999,2230804.2369999997,1376710.3069999998,15.1,6.5,2,48.02,10.02,0,115,223,3,0,4,1,0,0,0.0,0.0
409641,1449,8530,1470,1163883300,-22.874000000000002,777.216,2230570.925,1376312.1169999999,15.1,6.5,2,9.5,10.02,0,115,223,2,0,4,1,0,0,0.0,0.0
410448,1449,9337,1470,1163964000,-26.238000000000003,233.43400000000003,2230506.764,1375769.632,15.1,6.5,2,21.28,-10.2,0,115,223,1,0,4,3,0,0,0.0,0.0
412424,1453,7903,1474,1163820600,-11.078,2057.535,2230780.875,1377514.414,16.0,6.5,2,44.95,0.0,1,114,201,5,0,4,1,1446,0,110.76,2.46
412519,1453,7998,1474,1163830100,-4.3660000000000005,1652.193,2230828.872,1377113.01,16.0,6.5,2,39.71,5.16,0,114,201,4,0,4,1,0,0,0.0,0.0
412651,1453,8130,1474,1163843300,-16.458,1241.701,2230812.352,1376707.26,16.0,6.5,2,41.02,12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
413027,1453,8506,1474,1163880900,-11.99,776.575,2230581.091,1376308.118,16.0,6.5,2,16.9,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
413844,1453,9323,1474,1163962600,-13.137,234.46,2230519.8340000003,1375768.295,16.0,6.5,2,24.61,-8.44,0,114,201,1,0,4,1,0,0,0.0,0.0
415745,1463,7973,1424,1163827600,-9.847000000000001,2047.4979999999998,2230783.628,1377504.6840000001,16.2,6.6,2,41.21,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
415843,1463,8071,1424,1163837400,-5.942,1651.899,2230827.309,1377112.729,16.2,6.6,2,38.55,-3.55,0,115,201,4,0,4,1,0,0,0.0,0.0
415962,1463,8190,1424,1163849300,-13.897,1239.435,2230815.082,1376705.2969999998,16.2,6.6,2,41.55,-10.02,0,115,201,3,0,4,1,0,0,0.0,0.0
416314,1463,8542,1424,1163884500,-13.697000000000001,777.16,2230579.863,1376309.485,16.2,6.6,2,14.71,2.14,0,115,201,2,0,4,1,0,0,0.0,0.0
417121,1463,9349,1424,1163965200,-12.890999999999998,233.028,2230519.873,1375767.116,16.2,6.6,2,23.09,-10.02,0,115,201,1,0,4,1,0,0,0.0,0.0
417371,1473,8037,1657,1163834000,9.302,226.745,2230540.635,1375757.125,15.9,7.0,2,17.22,0.0,3,102,214,1,0,2,3,0,0,0.0,0.0
417817,1473,8483,1657,1163878600,6.542000000000001,649.356,2230576.05,1376178.4519999998,15.9,7.0,2,22.9,4.62,0,102,214,2,0,2,1,0,0,0.0,0.0
418315,1473,8981,1657,1163928400,24.535,1186.378,2230830.518,1376642.743,15.9,7.0,2,15.36,-0.07,0,102,214,3,0,2,1,0,0,0.0,0.0
418463,1473,9129,1657,1163943200,18.034000000000002,1589.5479999999998,2230852.3019999997,1377050.69,15.9,7.0,2,31.03,12.27,0,102,214,4,0,2,1,0,0,0.0,0.0
418986,1473,9652,1657,1163995500,14.796,1975.898,2230818.886,1377437.475,15.9,7.0,2,15.08,0.0,0,102,214,5,0,2,1,0,0,0.0,0.0
419192,1476,8206,1615,1163850900,12.026,141.238,2230528.315,1375672.56,15.0,7.0,2,15.89,-11.17,0,101,214,1,0,2,1,0,0,0.0,0.0
419491,1476,8505,1615,1163880800,5.122999999999999,648.937,2230574.58,1376178.29,15.0,7.0,2,25.71,-4.07,0,101,214,2,0,2,1,0,0,0.0,0.0
419943,1476,8957,1615,1163926000,14.409,1183.2069999999999,2230819.89,1376643.586,15.0,7.0,2,5.95,11.82,0,101,214,3,0,2,1,0,0,0.0,0.0
420087,1476,9101,1615,1163940400,17.381,1590.454,2230851.6319999998,1377051.439,15.0,7.0,2,33.82,12.27,0,101,214,4,0,2,1,0,0,0.0,0.0
420588,1476,9602,1615,1163990500,15.145,1975.204,2230819.348,1377436.688,15.0,7.0,2,5.79,11.48,0,101,214,5,0,2,1,0,0,0.0,0.0
421071,1483,8240,1691,1163854300,12.675999999999998,141.539,2230528.988,1375672.65,15.6,7.0,2,19.92,7.54,0,101,214,1,0,2,1,0,0,0.0,0.0
421357,1483,8526,1691,1163882900,13.155999999999999,650.036,2230582.683,1376177.9919999999,15.6,7.0,2,26.35,-3.75,0,101,214,2,0,2,1,0,0,0.0,0.0
421856,1483,9025,1691,1163932800,22.594,1185.8319999999999,2230828.517,1376642.991,15.6,7.0,2,16.85,-0.12,0,101,214,3,0,2,1,0,0,0.0,0.0
422003,1483,9172,1691,1163947500,27.47,1587.6,2230861.748,1377048.926,15.6,7.0,2,26.98,-8.61,0,101,214,4,0,2,1,0,0,0.0,0.0
422520,1483,9689,1691,1163999200,25.997,1969.4720000000002,2230830.87,1377432.665,15.6,7.0,2,4.91,0.0,0,101,214,5,0,2,1,0,0,0.0,0.0
428046,1543,8634,1049,1163893700,0.7959999999999999,216.35299999999998,2230530.4359999998,1375748.384,16.8,7.2,2,22.07,-1.23,0,123,214,1,0,2,2,0,0,0.0,0.0
428152,1543,8740,1049,1163904300,11.710999999999999,649.279,2230581.182,1376177.493,16.8,7.2,2,51.31,3.23,0,123,214,2,0,2,1,0,0,0.0,0.0
428395,1543,8983,1049,1163928600,12.882,1183.025,2230818.482,1376644.1709999999,16.8,7.2,2,17.38,2.15,0,123,214,3,0,2,1,0,0,0.0,0.0
428526,1543,9114,1049,1163941700,18.831,1589.369,2230853.105,1377050.503,16.8,7.2,2,31.95,12.27,0,123,214,4,0,2,1,0,0,0.0,0.0
429040,1543,9628,1049,1163993100,14.745,1975.9470000000001,2230818.828,1377437.5159999998,16.8,7.2,2,14.6,0.0,0,123,214,5,0,2,1,0,0,0.0,0.0
429437,1551,8655,1630,1163895800,-19.79,2049.7670000000003,2230773.455,1377505.404,16.5,6.5,2,24.99,0.0,2,115,201,5,0,4,3,0,0,0.0,0.0
429583,1551,8801,1630,1163910400,-12.55,1650.88,2230820.7180000003,1377111.563,16.5,6.5,2,31.85,3.15,0,115,201,4,0,4,1,0,0,0.0,0.0
429771,1551,8989,1630,1163929200,-22.885,1245.993,2230806.38,1376710.991,16.5,6.5,2,11.44,12.27,0,115,201,3,0,4,1,0,0,0.0,0.0
430164,1551,9382,1630,1163968500,-23.268,777.3860000000001,2230570.7369999997,1376312.625,16.5,6.5,2,2.48,-1.76,0,115,201,2,0,4,1,0,0,0.0,0.0
430998,1551,10216,1630,1164051900,-24.087,233.935,2230508.976,1375769.784,16.5,6.5,2,18.25,-10.35,0,115,201,1,0,4,1,0,0,0.0,0.0
432174,1555,8683,866,1163898600,-13.437000000000001,2062.851,2230777.731,1377519.3059999999,15.1,6.5,2,24.85,0.0,1,114,201,5,0,4,1,1507,0,790.52,31.81
432291,1555,8800,866,1163910300,-4.263999999999999,1650.889,2230829.002,1377111.757,15.1,6.5,2,40.23,3.09,0,114,201,4,0,4,1,0,0,0.0,0.0
432476,1555,8985,866,1163928800,-16.766,1239.839,2230812.4669999997,1376706.48,15.1,6.5,2,33.57,-12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
432632,1555,9141,866,1163944400,-14.019,777.299,2230579.807,1376310.0969999998,15.1,6.5,2,2.53,-8.74,0,114,201,2,0,4,1,0,0,0.0,0.0
433004,1555,9513,866,1163981600,-12.849,230.813,2230519.449,1375764.499,15.1,6.5,2,51.02,-10.02,0,114,201,1,0,4,1,0,0,0.0,0.0
433040,1556,8704,832,1163900700,-10.395999999999999,2055.016,2230781.935,1377512.029,16.5,7.0,2,29.39,0.0,1,114,223,5,0,4,1,1552,0,118.36,4.03
433149,1556,8813,832,1163911600,-3.4330000000000003,1649.203,2230829.858,1377110.1,16.5,7.0,2,42.52,6.9,0,114,223,4,0,4,1,0,0,0.0,0.0
433274,1556,8938,832,1163924100,-23.885,1246.448,2230805.425,1376711.384,16.5,7.0,2,6.24,-11.24,0,114,223,3,0,4,1,0,0,0.0,0.0
433434,1556,9098,832,1163940100,-22.096999999999998,777.3330000000001,2230572.059,1376312.656,16.5,7.0,2,1.87,-5.89,0,114,223,2,0,4,1,0,0,0.0,0.0
433858,1556,9522,832,1163982500,-24.226,234.231,2230508.808,1375769.63,16.5,7.0,2,32.3,-11.43,0,114,223,1,0,4,3,0,0,0.0,0.0
434373,1558,9195,1329,1163949800,13.434000000000001,141.713,2230529.76,1375672.614,15.0,7.0,2,12.53,-11.2,0,101,215,1,0,2,1,0,0,0.0,0.0
434571,1558,9393,1329,1163969600,5.0569999999999995,650.368,2230574.742,1376179.639,15.0,7.0,2,17.93,-3.35,0,101,215,2,0,2,1,0,0,0.0,0.0
434710,1558,9532,1329,1163983500,13.446,1183.837,2230819.327,1376644.688,15.0,7.0,2,34.22,3.22,0,101,215,3,0,2,1,0,0,0.0,0.0
434813,1558,9635,1329,1163993800,12.227,1590.19,2230846.488,1377051.0969999998,15.0,7.0,2,35.92,12.27,0,101,215,4,0,2,1,0,0,0.0,0.0
434921,1558,9743,1329,1164004600,5.236000000000001,1982.345,2230808.465,1377442.801,15.0,7.0,2,20.79,-11.34,0,101,215,5,0,2,2,0,0,0.0,0.0
435184,1561,8725,837,1163902800,-9.016,2058.45,2230782.773,1377515.634,17.7,7.5,2,30.88,0.0,1,114,201,5,0,4,1,1555,0,114.3,3.7
435296,1561,8837,837,1163914000,-4.053,1650.9920000000002,2230829.211,1377111.865,17.7,7.5,2,35.77,2.8,0,114,201,4,0,4,1,0,0,0.0,0.0
435472,1561,9013,837,1163931600,-14.742,1239.588,2230814.34,1376705.7130000002,17.7,7.5,2,32.29,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
435848,1561,9389,837,1163969200,-14.197000000000001,777.305,2230579.383,1376309.6430000002,17.7,7.5,2,8.43,8.56,0,114,201,2,0,4,1,0,0,0.0,0.0
435991,1561,9532,837,1163983500,-14.427,234.428,2230518.5530000003,1375768.46,17.7,7.5,2,49.81,-9.34,0,114,201,1,0,4,1,0,0,0.0,0.0
436021,1564,8736,1537,1163903900,-24.391,2055.3920000000003,2230768.047,1377510.259,15.5,7.0,2,26.23,0.0,2,115,223,5,0,4,3,0,0,0.0,0.0
436148,1564,8863,1537,1163916600,-13.470999999999998,1652.624,2230819.754,1377113.1369999999,15.5,7.0,2,40.03,4.27,0,115,223,4,0,4,1,0,0,0.0,0.0
436299,1564,9014,1537,1163931700,-24.885,1243.047,2230804.31,1376710.625,15.5,7.0,2,33.43,12.27,0,115,223,3,0,4,1,0,0,0.0,0.0
436688,1564,9403,1537,1163970600,-25.194000000000003,777.3789999999999,2230569.287,1376314.035,15.5,7.0,2,3.89,-12.27,0,115,223,2,0,4,1,0,0,0.0,0.0
437533,1564,10248,1537,1164055100,-23.801,233.975,2230509.268,1375769.793,15.5,7.0,2,17.05,-12.27,0,115,223,1,0,4,3,0,0,0.0,0.0
437737,1573,8768,808,1163907100,-10.499,2060.522,2230780.991,1377517.4540000001,15.5,6.5,2,31.03,0.0,1,114,201,5,0,4,1,1561,0,151.73,4.89
437875,1573,8906,808,1163920900,-3.417,1650.886,2230829.848,1377111.774,15.5,6.5,2,23.21,1.63,0,114,201,4,0,4,1,0,0,0.0,0.0
438023,1573,9054,808,1163935700,-16.362000000000002,1239.47,2230812.77,1376706.16,15.5,6.5,2,44.05,-12.27,0,114,201,3,0,4,1,0,0,0.0,0.0
438378,1573,9409,808,1163971200,-9.964,777.168,2230583.438,1376308.292,15.5,6.5,2,19.95,6.75,0,114,201,2,0,4,1,0,0,0.0,0.0
438514,1573,9545,808,1163984800,-13.387,232.50400000000002,2230519.242,1375766.4030000002,15.5,6.5,2,42.55,-9.06,0,114,201,1,0,4,1,0,0,0.0,0.0
438750,1583,8800,1463,1163910300,-9.777999999999999,2058.702,2230781.982,1377515.7659999998,16.0,6.7,2,38.08,0.0,1,114,201,5,0,4,1,1573,0,100.23,2.63
438841,1583,8891,1463,1163919400,-12.732000000000001,1652.7979999999998,2230820.486,1377113.3290000001,16.0,6.7,2,48.84,5.62,0,114,201,4,0,4,1,0,0,0.0,0.0
438986,1583,9036,1463,1163933900,-22.865,1240.4389999999999,2230806.87,1376708.906,16.0,6.7,2,42.32,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
439372,1583,9422,1463,1163972500,-20.932,777.06,2230572.619,1376311.1619999998,16.0,6.7,2,6.7,10.02,0,114,201,2,0,4,1,0,0,0.0,0.0
440172,1583,10222,1463,1164052500,-13.214,232.63400000000001,2230519.506,1375766.898,16.0,6.7,2,29.61,4.96,0,114,201,1,0,4,1,0,0,0.0,0.0
440222,1588,8823,750,1163912600,-12.145,2055.063,2230780.199,1377511.8080000002,16.5,6.5,2,34.25,0.0,1,114,202,5,0,4,1,1583,0,84.75,2.47
440323,1588,8924,750,1163922700,-13.609000000000002,1648.433,2230819.696,1377109.084,16.5,6.5,2,46.02,0.61,0,114,202,4,0,4,1,0,0,0.0,0.0
440459,1588,9060,750,1163936300,-24.463,1244.246,2230804.886,1376711.707,16.5,6.5,2,36.27,12.27,0,114,202,3,0,4,1,0,0,0.0,0.0
440713,1588,9314,750,1163961700,-4.705,777.3539999999999,2230588.704,1376307.074,16.5,6.5,2,0.41,0.0,0,114,202,2,0,4,1,0,0,0.0,0.0
440911,1588,9512,750,1163981500,-3.883,234.787,2230529.024,1375767.1169999999,16.5,6.5,2,22.95,-11.09,0,114,202,1,0,4,2,0,0,0.0,0.0
441260,1615,8885,706,1163918800,-11.675,2060.888,2230779.772,1377517.636,15.8,7.0,2,36.05,0.0,1,114,202,5,0,4,1,1601,0,96.78,2.68
441379,1615,9004,706,1163930700,-4.665,1650.391,2230828.608,1377111.279,15.8,7.0,2,32.31,11.68,0,114,202,4,0,4,1,0,0,0.0,0.0
441483,1615,9108,706,1163941100,-16.422,1238.932,2230812.457,1376705.5680000002,15.8,7.0,2,50.64,-10.02,0,114,202,3,0,4,1,0,0,0.0,0.0
441755,1615,9380,706,1163968300,-4.471,776.794,2230588.691,1376306.029,15.8,7.0,2,15.08,8.92,0,114,202,2,0,4,1,0,0,0.0,0.0
441931,1615,9556,706,1163985900,-4.101,234.175,2230528.726,1375766.688,15.8,7.0,2,19.74,10.9,0,114,202,1,0,4,2,0,0,0.0,0.0
442051,1618,8901,1344,1163920400,-11.685,2053.55,2230780.885,1377510.3830000001,15.5,6.5,2,35.02,0.0,1,114,201,5,0,4,1,1601,0,151.55,4.33
442170,1618,9020,1344,1163932300,-4.46,1649.5870000000002,2230828.826,1377110.419,15.5,6.5,2,31.03,3.23,0,114,201,4,0,4,1,0,0,0.0,0.0
442271,1618,9121,1344,1163942400,-16.195999999999998,1238.0539999999999,2230812.364,1376704.761,15.5,6.5,2,51.2,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
442574,1618,9424,1344,1163972700,-11.784,777.1289999999999,2230581.6580000003,1376308.7980000002,15.5,6.5,2,18.82,6.54,0,114,201,2,0,4,1,0,0,0.0,0.0
443347,1618,10197,1344,1164050000,-13.207,234.015,2230519.7630000003,1375768.2959999999,15.5,6.5,2,7.79,-4.79,0,114,201,1,0,4,1,0,0,0.0,0.0
443395,1621,8913,905,1163921600,11.842,228.144,2230543.381,1375758.055,16.1,7.1,2,14.96,-3.88,0,102,214,1,0,2,3,0,0,0.0,0.0
443851,1621,9369,905,1163967200,3.4530000000000003,648.918,2230572.912,1376178.553,16.1,7.1,2,8.38,-1.47,0,102,214,2,0,2,1,0,0,0.0,0.0
444000,1621,9518,905,1163982100,11.698,1185.219,2230818.2369999997,1376646.639,16.1,7.1,2,34.8,3.31,0,102,214,3,0,2,1,0,0,0.0,0.0
444107,1621,9625,905,1163992800,17.297,1588.7120000000002,2230851.502,1377049.872,16.1,7.1,2,32.6,2.88,0,102,214,4,0,2,1,0,0,0.0,0.0
444241,1621,9759,905,1164006200,13.593,1977.3470000000002,2230817.489,1377438.7419999999,16.1,7.1,2,17.43,-10.38,0,102,214,5,0,2,1,0,0,0.0,0.0
444332,1629,8912,1404,1163921500,-19.441,2062.761,2230771.8109999998,1377518.299,16.2,6.6,2,29.77,0.0,2,114,201,5,0,4,1,1588,0,360.86,12.12
444469,1629,9049,1404,1163935200,-14.874,1652.6070000000002,2230818.353,1377113.072,16.2,6.6,2,28.38,3.88,0,114,201,4,0,4,1,0,0,0.0,0.0
444596,1629,9176,1404,1163947900,-25.783,1240.56,2230804.0930000003,1376709.8290000001,16.2,6.6,2,50.23,-10.02,0,114,201,3,0,4,1,0,0,0.0,0.0
444870,1629,9450,1404,1163975300,-22.826999999999998,776.962,2230570.728,1376311.6130000001,16.2,6.6,2,8.3,12.27,0,114,201,2,0,4,1,0,0,0.0,0.0
445685,1629,10265,1404,1164056800,-23.753,233.16,2230509.169,1375768.9640000002,16.2,6.6,2,18.16,-10.77,0,114,201,1,0,4,1,0,0,0.0,0.0
446524,1638,8960,1370,1163926300,-11.639000000000001,2060.985,2230779.793,1377517.737,15.2,6.9,2,35.43,0.0,1,114,223,5,0,4,1,1634,0,119.65,3.38
